id_intercambio,id_objeto,usuario_id_dador,usuario_id_recibidor,saldo_dador,saldo_recibidor,fecha_transaccion
15165,12871,16063,16494,34.19,14.26,2025-05-22
15166,2226,11220,2766,7.57,35.07,2025-02-19
15167,3675,9623,16646,32.18,7.58,2025-02-07
15168,9722,13377,2316,20.45,14.63,2025-04-26
15169,13679,17081,14779,28.0,26.75,2025-01-28
15170,11870,16129,13764,33.63,36.02,2025-02-05
15171,14131,3513,307,48.42,35.95,2025-01-08
15172,10867,2855,15195,49.66,8.48,2025-02-27
15173,11947,16542,8239,11.44,28.66,2025-03-10
15174,6947,5131,11564,10.43,26.98,2025-05-20
15175,9924,19418,13468,5.4,37.17,2025-05-15
15176,4036,2560,19622,8.89,12.3,2025-04-24
15177,5464,335,12614,15.1,40.15,2025-06-28
15178,13641,12226,5371,34.55,38.66,2025-02-10
15179,7183,9073,16842,27.29,44.29,2025-03-28
15180,7693,217,11535,36.84,29.58,2025-04-09
15181,12799,13956,8636,31.08,45.99,2025-04-13
15182,13736,18521,1585,46.44,26.68,2025-05-20
15183,11377,1766,3641,41.28,47.47,2025-01-08
15184,11888,2678,7961,14.24,48.97,2025-06-15
15185,8304,7213,4650,44.67,13.39,2025-01-02
15186,511,12937,13735,49.45,37.67,2025-04-03
15187,5371,13556,8082,48.66,41.77,2025-06-12
15188,6218,4018,4831,19.63,46.74,2025-04-21
15189,10973,8970,9093,11.19,19.65,2025-04-25
15190,7995,2330,9700,24.52,30.89,2025-04-14
15191,13996,10762,16474,5.18,36.94,2025-04-03
15192,1416,4058,17754,28.08,49.63,2025-05-11
15193,11751,18745,820,19.99,38.61,2025-01-08
15194,2140,11449,9413,31.17,16.56,2025-01-15
15195,6316,4358,14466,31.29,26.35,2025-04-30
15196,10861,16701,10688,49.01,34.19,2025-02-11
15197,7280,829,42,6.37,36.59,2025-02-13
15198,827,1366,14310,29.41,42.61,2025-05-02
15199,12524,4082,3216,10.93,20.53,2025-01-12
15200,1461,14065,19407,38.13,29.58,2025-05-02
15201,1760,137,9840,24.4,43.57,2025-06-29
15202,4674,9335,5436,24.26,41.09,2025-04-29
15203,5605,10109,4756,32.85,44.09,2025-05-08
15204,14449,16242,13660,37.3,24.44,2025-01-21
15205,11474,3103,10943,5.5,12.32,2025-01-01
15206,10329,17620,4961,37.81,24.57,2025-01-10
15207,3375,8185,19742,6.77,48.06,2025-02-17
15208,3698,588,13869,44.65,23.31,2025-06-08
15209,10571,2345,5965,29.07,12.64,2025-05-01
15210,7457,115,5620,47.66,38.5,2025-05-16
15211,13161,13819,12250,21.83,14.45,2025-04-16
15212,67,1455,1359,43.55,33.92,2025-01-31
15213,5546,2330,2883,15.08,28.93,2025-03-15
15214,6546,1658,7852,5.91,30.26,2025-06-16
15215,2446,751,9562,35.75,12.83,2025-04-02
15216,7537,2507,8877,31.51,13.51,2025-06-13
15217,12108,8910,2114,20.09,35.32,2025-03-03
15218,11706,2624,9277,9.95,27.43,2025-02-02
15219,3106,4502,7986,35.32,29.43,2025-05-09
15220,6710,2252,12271,20.34,33.77,2025-06-07
15221,8303,7915,3663,35.69,8.9,2025-01-18
15222,9964,18495,14763,9.5,6.73,2025-03-31
15223,3988,9129,10909,21.91,44.89,2025-03-08
15224,380,11979,7656,44.01,43.67,2025-05-06
15225,13237,18972,2050,32.37,6.85,2025-01-15
15226,654,4951,7437,40.96,18.56,2025-02-26
15227,2663,17298,7588,46.31,11.37,2025-04-03
15228,10615,12683,13405,35.44,38.42,2025-05-28
15229,9934,11885,17230,38.36,26.83,2025-04-12
15230,2698,2044,17752,30.0,5.18,2025-05-05
15231,3836,1592,19862,19.51,42.46,2025-04-24
15232,12134,10266,11320,8.33,32.68,2025-01-29
15233,5213,8273,6205,27.86,24.39,2025-04-03
15234,10426,18817,7869,36.98,7.1,2025-03-30
15235,9539,4244,8429,6.39,24.37,2025-02-27
15236,9611,961,17571,17.32,9.38,2025-01-20
15237,5510,5872,6804,12.7,16.3,2025-02-12
15238,13112,10979,12788,24.39,34.79,2025-02-13
15239,2251,16034,5536,46.85,25.97,2025-01-18
15240,3985,8453,15191,37.44,34.49,2025-06-14
15241,11706,16510,12191,28.21,9.14,2025-02-26
15242,7904,16455,4746,39.39,36.08,2025-01-28
15243,3696,19521,8184,30.52,6.88,2025-02-28
15244,115,14662,5989,39.91,42.51,2025-02-12
15245,12018,6705,12125,5.99,31.99,2025-06-16
15246,910,15233,8178,16.98,42.42,2025-05-13
15247,12499,7078,7178,7.42,46.3,2025-01-15
15248,7191,9017,17568,9.05,7.4,2025-03-23
15249,12035,5242,13624,10.47,20.34,2025-02-15
15250,11097,18684,15162,8.34,5.96,2025-02-10
15251,6968,19568,2986,43.43,10.51,2025-03-25
15252,397,13612,19238,32.54,46.56,2025-01-01
15253,4798,2909,14939,47.08,35.34,2025-02-16
15254,8630,13680,12598,31.04,32.46,2025-01-26
15255,6377,6647,7990,19.12,47.16,2025-01-21
15256,4265,5127,17211,24.45,32.05,2025-03-29
15257,10752,12106,14728,7.23,10.89,2025-04-22
15258,1615,19638,17711,16.13,8.08,2025-03-26
15259,4651,8397,12222,25.61,23.61,2025-04-21
15260,2617,11268,11974,9.78,26.54,2025-02-17
15261,1545,4189,3035,9.87,22.89,2025-04-04
15262,5813,17794,17019,40.95,20.02,2025-03-21
15263,10483,6367,13761,15.29,23.52,2025-04-28
15264,11054,15268,17373,26.43,13.15,2025-06-28
15265,12523,17311,5151,43.97,16.71,2025-03-29
15266,10915,11370,18547,22.33,10.56,2025-05-23
15267,14903,18612,19810,44.23,10.67,2025-03-30
15268,12464,3904,19013,39.71,29.9,2025-05-07
15269,6874,16304,15245,30.36,48.52,2025-04-22
15270,2598,17999,2419,20.34,41.49,2025-01-06
15271,13472,6405,16284,26.68,42.48,2025-03-10
15272,5705,10926,7413,47.64,41.69,2025-02-02
15273,4630,6435,15449,43.41,8.86,2025-05-18
15274,1830,15126,4263,7.26,26.87,2025-04-20
15275,7219,6321,6370,24.77,33.48,2025-04-23
15276,4862,775,9823,9.69,12.79,2025-03-13
15277,7135,6836,15236,43.17,7.7,2025-03-19
15278,5967,15169,14711,13.58,31.76,2025-02-01
15279,9487,14982,5272,16.63,15.6,2025-01-31
15280,13867,4114,12655,10.53,6.26,2025-06-19
15281,12901,2468,18978,29.14,11.91,2025-06-28
15282,14798,8960,7546,5.5,25.19,2025-05-22
15283,14297,7641,16724,39.78,46.79,2025-04-04
15284,11226,9842,7175,39.46,33.65,2025-02-13
15285,4139,9903,1130,5.71,20.7,2025-04-26
15286,7496,1621,1491,46.57,31.56,2025-04-04
15287,14149,14136,14100,22.22,35.73,2025-01-26
15288,12493,13727,18286,23.05,9.49,2025-02-01
15289,9399,13184,12477,22.24,26.11,2025-03-22
15290,12649,7841,9351,37.69,26.74,2025-05-12
15291,8758,2288,3266,48.29,10.53,2025-03-14
15292,14878,18213,17955,43.51,31.51,2025-06-02
15293,6687,5097,18734,32.08,11.81,2025-05-25
15294,2948,15519,496,21.25,46.59,2025-05-28
15295,11393,17874,1454,38.52,46.23,2025-03-06
15296,5388,4613,14117,48.52,40.96,2025-01-16
15297,5492,15926,3328,35.89,29.89,2025-04-13
15298,14610,4152,19258,21.89,8.12,2025-05-27
15299,13079,17117,15635,47.65,18.1,2025-05-17
15300,3991,3189,10689,28.59,21.3,2025-01-20
15301,12184,9534,1715,19.9,32.36,2025-01-11
15302,824,1744,8452,32.2,44.68,2025-01-16
15303,13459,13405,14403,36.71,9.2,2025-06-14
15304,15000,16940,15616,7.83,5.69,2025-03-15
15305,4306,3711,4836,43.4,39.49,2025-03-30
15306,13078,18475,15305,18.21,37.65,2025-01-12
15307,1030,9425,19943,37.89,26.71,2025-04-15
15308,891,13406,4656,18.46,43.28,2025-02-14
15309,4366,18386,1665,43.44,9.4,2025-01-14
15310,11892,17147,16543,46.85,35.32,2025-04-20
15311,6676,17105,19190,34.6,34.68,2025-03-26
15312,2069,2230,7707,18.89,41.97,2025-01-03
15313,11565,3691,258,24.83,12.8,2025-03-22
15314,10284,15546,15739,24.48,12.79,2025-04-10
15315,1324,8788,5760,37.29,49.7,2025-03-30
15316,14161,7638,8685,15.79,34.63,2025-03-20
15317,1261,10725,639,49.1,27.47,2025-06-11
15318,3939,13580,5425,9.81,29.87,2025-05-27
15319,6505,301,3218,5.16,14.75,2025-03-09
15320,11380,5542,4412,47.83,37.64,2025-01-13
15321,13387,15110,15087,6.63,41.15,2025-01-01
15322,8561,9559,9393,11.04,48.11,2025-03-12
15323,1976,5622,13102,40.21,18.48,2025-04-24
15324,9529,10575,652,5.02,46.23,2025-06-05
15325,9837,9232,9104,32.07,37.01,2025-03-26
15326,12206,1809,11392,25.67,33.28,2025-02-25
15327,7017,10223,13945,33.14,10.77,2025-02-20
15328,5706,2538,5016,6.79,30.57,2025-01-18
15329,1309,3474,9896,6.04,29.13,2025-02-08
15330,11266,18712,15880,32.49,31.29,2025-03-10
15331,7774,10488,6489,37.73,30.9,2025-02-08
15332,14053,2687,16369,13.76,16.05,2025-04-08
15333,1925,6240,9726,18.55,16.47,2025-05-03
15334,669,7646,2985,46.22,5.33,2025-05-07
15335,3501,9754,13674,41.84,10.76,2025-04-03
15336,393,13876,14090,43.17,26.91,2025-05-10
15337,5028,18477,15671,38.6,40.93,2025-02-27
15338,14276,6336,9906,43.12,5.37,2025-03-21
15339,6170,2253,4306,41.14,47.36,2025-04-11
15340,1282,628,17049,20.69,32.6,2025-02-13
15341,14380,19065,4622,45.16,8.43,2025-04-16
15342,11774,4896,17345,18.25,42.13,2025-02-05
15343,12981,19848,13783,15.75,26.0,2025-05-12
15344,3319,408,12063,14.67,31.01,2025-06-26
15345,252,17409,18804,44.8,35.14,2025-06-08
15346,2853,4759,1350,26.5,37.23,2025-04-29
15347,3951,13313,10418,40.9,13.15,2025-01-02
15348,13873,7541,55,7.54,12.21,2025-05-01
15349,12538,19525,19641,23.36,10.02,2025-02-21
15350,3766,17262,2735,32.09,44.31,2025-06-09
15351,12732,3508,4778,26.81,46.01,2025-01-29
15352,3605,19809,19975,26.38,27.91,2025-04-10
15353,11576,7003,16157,14.19,44.82,2025-03-29
15354,5154,1661,14838,11.62,31.48,2025-02-27
15355,744,17269,7317,26.96,46.43,2025-01-25
15356,13978,16003,18734,42.34,25.62,2025-04-26
15357,1491,16069,17813,19.2,19.97,2025-04-11
15358,13786,16002,5585,47.55,5.06,2025-05-21
15359,7331,15172,3947,9.92,9.62,2025-03-18
15360,2330,7963,1329,30.67,21.79,2025-04-26
15361,4610,53,751,5.44,48.11,2025-04-22
15362,3754,12225,14638,10.71,7.93,2025-06-21
15363,4801,6176,10159,34.99,28.12,2025-04-05
15364,752,10938,10506,7.55,27.4,2025-03-10
15365,3061,3391,5132,33.18,28.84,2025-06-04
15366,7813,18890,2290,44.43,26.37,2025-01-06
15367,9928,7435,1713,16.69,22.75,2025-04-03
15368,13926,13809,15264,12.78,46.23,2025-04-25
15369,1355,13162,17685,22.81,27.53,2025-02-18
15370,217,14503,12488,14.35,26.7,2025-01-06
15371,2051,17138,10491,10.27,15.99,2025-06-07
15372,9914,10068,5617,8.25,14.21,2025-06-03
15373,10068,9317,838,31.35,45.81,2025-05-22
15374,14277,7335,2066,9.72,43.52,2025-06-02
15375,11683,6028,12056,21.18,17.12,2025-04-17
15376,373,4189,2878,19.5,18.53,2025-06-01
15377,3428,12802,14126,42.85,7.05,2025-05-28
15378,6857,4939,6641,44.47,36.28,2025-05-18
15379,9357,10110,17527,22.86,34.6,2025-02-13
15380,12707,1560,18347,45.35,38.22,2025-02-28
15381,14085,3074,2950,39.86,35.44,2025-02-27
15382,12989,17279,1600,12.12,44.19,2025-03-14
15383,3119,9930,10633,49.25,15.0,2025-01-28
15384,14946,3733,7192,31.03,48.38,2025-03-26
15385,9447,19596,19731,41.61,48.92,2025-06-15
15386,7692,7781,16390,24.04,22.26,2025-04-07
15387,12460,14306,19304,44.94,32.92,2025-03-31
15388,7549,12463,1711,18.52,15.69,2025-03-28
15389,1430,4566,6978,15.57,25.9,2025-06-07
15390,6648,1595,4870,24.76,35.13,2025-04-16
15391,14053,18332,11657,41.05,20.0,2025-03-21
15392,2264,8318,14065,25.29,29.31,2025-02-01
15393,13742,11991,8161,18.91,16.73,2025-04-05
15394,8142,18292,4747,19.28,48.15,2025-06-17
15395,13630,10767,4532,44.04,30.38,2025-06-24
15396,12692,1297,13021,36.19,13.2,2025-05-04
15397,13129,6443,8153,17.53,44.97,2025-06-13
15398,5026,19297,5642,44.53,21.77,2025-03-03
15399,2429,14657,147,26.38,27.52,2025-05-03
15400,9407,4368,19693,43.95,38.97,2025-04-17
15401,11764,2424,11570,24.57,33.42,2025-05-01
15402,10123,13898,16655,42.95,17.63,2025-06-28
15403,13324,12030,4695,28.39,12.3,2025-01-23
15404,10279,8222,10266,18.58,32.75,2025-06-11
15405,9711,17385,4783,32.67,46.43,2025-02-25
15406,1329,1920,19398,20.13,30.04,2025-04-27
15407,413,3656,13441,14.36,5.39,2025-03-27
15408,11121,8846,1868,30.14,11.75,2025-01-27
15409,11958,17249,14396,12.83,44.69,2025-01-09
15410,5211,6932,15664,9.57,17.05,2025-03-25
15411,6493,16891,2849,41.1,23.84,2025-02-20
15412,14078,19040,6436,28.27,41.96,2025-06-27
15413,7391,19281,10889,44.6,18.28,2025-01-06
15414,2693,7084,19966,8.6,35.34,2025-02-10
15415,4410,17021,5225,9.55,41.9,2025-02-04
15416,6089,4035,5351,33.16,13.06,2025-04-17
15417,10416,2691,17787,25.26,47.38,2025-01-14
15418,303,16674,5951,49.71,8.59,2025-06-26
15419,14525,6583,10993,26.8,32.45,2025-04-24
15420,11173,16011,16934,38.32,39.62,2025-02-10
15421,14515,11344,12607,38.79,32.38,2025-01-09
15422,13303,2042,4377,41.13,41.09,2025-06-20
15423,5205,7176,18412,34.51,15.86,2025-05-15
15424,2326,16430,1987,7.22,38.08,2025-01-30
15425,9787,6052,6418,8.27,5.76,2025-03-30
15426,3804,19686,7351,47.95,47.1,2025-05-21
15427,359,18619,13377,25.75,18.47,2025-02-12
15428,14877,14131,869,7.11,12.3,2025-05-21
15429,12516,4058,1961,43.11,11.0,2025-06-23
15430,5437,4148,15858,18.76,37.12,2025-03-09
15431,7368,18778,7204,45.98,35.08,2025-05-13
15432,7095,16676,19141,37.73,22.44,2025-05-14
15433,5379,791,6383,41.35,48.74,2025-05-20
15434,4302,12296,104,49.6,22.64,2025-05-11
15435,11238,19012,10895,23.2,38.06,2025-04-03
15436,11455,10057,11742,33.68,17.17,2025-04-29
15437,4956,4361,5329,19.49,45.57,2025-03-25
15438,8392,10035,18783,9.59,24.45,2025-03-05
15439,12137,10596,19260,15.62,49.0,2025-03-25
15440,1217,13600,10647,14.27,25.04,2025-02-28
15441,8055,4220,5369,19.55,22.48,2025-04-26
15442,14638,4101,1680,18.52,10.12,2025-03-26
15443,3105,19744,2169,29.22,45.56,2025-04-04
15444,13240,5705,7150,34.14,8.62,2025-05-20
15445,12566,1186,1708,14.03,27.11,2025-05-19
15446,9727,2762,2129,36.93,9.93,2025-02-04
15447,1799,7433,10453,6.09,29.04,2025-06-08
15448,4479,4432,14424,18.47,18.74,2025-03-26
15449,14193,6727,9149,42.61,30.3,2025-06-28
15450,8138,1384,16465,38.2,31.28,2025-04-26
15451,14927,18098,19762,41.04,44.46,2025-05-31
15452,10860,16991,14899,36.58,10.15,2025-01-28
15453,13376,15454,17567,9.37,37.99,2025-03-30
15454,14825,5480,15400,47.47,10.84,2025-05-25
15455,12625,15202,2810,34.69,29.66,2025-01-11
15456,10695,4606,12321,24.17,13.12,2025-03-26
15457,8215,9756,9758,35.12,38.69,2025-02-22
15458,8439,13153,9155,23.25,6.98,2025-01-27
15459,8510,4816,16478,17.17,33.05,2025-05-14
15460,11583,6388,13445,26.47,19.46,2025-03-29
15461,3599,10014,4762,40.42,42.89,2025-01-13
15462,7028,11035,19234,28.63,39.95,2025-05-14
15463,12964,6772,2951,17.94,30.91,2025-05-10
15464,3884,15570,6253,21.45,7.48,2025-06-28
15465,6348,5881,10249,27.19,26.03,2025-03-26
15466,13202,5704,6470,17.4,45.2,2025-02-21
15467,9629,10649,6058,24.66,48.36,2025-01-19
15468,5839,14070,8146,33.07,24.26,2025-06-20
15469,3816,3917,5030,18.37,32.87,2025-01-12
15470,12096,4757,4647,46.36,11.99,2025-04-10
15471,13593,17739,19826,34.64,39.51,2025-03-25
15472,7568,7689,1145,10.44,10.58,2025-06-21
15473,9382,15012,3872,7.77,33.64,2025-03-04
15474,6874,819,7483,8.42,46.75,2025-06-02
15475,9860,17946,5925,43.8,41.28,2025-05-16
15476,6176,5193,3893,14.92,31.92,2025-02-07
15477,1457,8539,2349,8.76,7.54,2025-02-10
15478,6085,9709,8932,9.62,6.54,2025-02-24
15479,11723,9274,18310,21.11,32.66,2025-04-20
15480,2442,15769,8862,46.97,9.96,2025-01-06
15481,4122,19246,3145,33.78,17.0,2025-01-23
15482,8296,12368,6074,37.3,22.6,2025-05-23
15483,958,4386,13540,13.44,37.87,2025-03-13
15484,5435,19485,5632,37.86,32.83,2025-02-24
15485,13055,14915,17369,33.82,34.69,2025-01-22
15486,9035,16612,5689,33.7,21.15,2025-01-25
15487,12546,13280,13567,41.98,44.91,2025-06-26
15488,1440,13393,17738,14.06,46.46,2025-04-17
15489,7277,406,10616,44.65,6.49,2025-05-09
15490,9268,14174,19681,10.69,22.99,2025-05-05
15491,14037,14512,19824,24.27,49.43,2025-02-21
15492,8393,7651,9578,32.4,45.66,2025-05-23
15493,2009,4269,18222,42.99,48.18,2025-05-13
15494,14234,4869,12442,6.04,11.42,2025-06-17
15495,659,11537,7196,6.35,41.26,2025-02-13
15496,14026,1301,660,45.89,21.71,2025-05-10
15497,12638,8314,16228,11.86,38.08,2025-04-29
15498,2772,13518,6900,29.24,13.19,2025-04-05
15499,3792,6422,590,30.32,38.55,2025-01-19
15500,495,6792,783,14.34,31.03,2025-06-12
15501,2690,8102,13622,6.78,34.4,2025-02-02
15502,9402,18577,19042,7.41,13.89,2025-04-16
15503,908,6192,12608,39.05,29.82,2025-06-06
15504,9812,2285,12578,17.45,44.96,2025-03-17
15505,91,18248,16897,5.77,34.12,2025-03-24
15506,5588,934,13574,6.63,27.57,2025-06-12
15507,12768,1099,11040,44.28,17.71,2025-01-04
15508,14149,11858,12084,35.04,18.37,2025-01-29
15509,7553,8646,7695,5.52,43.4,2025-06-02
15510,9044,3391,3931,39.12,41.97,2025-02-22
15511,10758,3172,3801,23.9,36.63,2025-05-03
15512,10464,19929,5866,11.01,45.48,2025-04-01
15513,10888,7014,9958,18.22,8.8,2025-04-22
15514,7169,9549,19060,29.48,42.96,2025-02-25
15515,10437,11779,15946,40.84,45.17,2025-02-01
15516,9747,13516,549,43.34,13.69,2025-05-09
15517,13850,15240,13198,7.92,24.6,2025-02-17
15518,3989,8086,16164,35.9,35.65,2025-03-12
15519,2879,14716,12137,45.41,6.15,2025-06-22
15520,7132,7200,4685,33.08,37.53,2025-02-20
15521,8024,14857,7475,24.19,17.33,2025-02-11
15522,4480,7183,5399,26.64,12.29,2025-03-30
15523,5273,9169,4101,33.27,46.4,2025-02-01
15524,7458,19455,6429,24.58,44.56,2025-02-01
15525,5274,16510,10487,44.12,36.19,2025-04-06
15526,10384,14624,3958,38.45,41.39,2025-02-04
15527,14590,13411,12512,16.24,17.43,2025-02-09
15528,830,10430,15793,42.34,38.44,2025-03-21
15529,12992,9903,12643,44.52,15.87,2025-04-24
15530,7573,1827,1377,35.23,39.13,2025-03-17
15531,7878,654,9166,14.15,31.66,2025-05-10
15532,12735,15920,3358,20.77,38.74,2025-01-05
15533,3586,8856,5398,17.32,33.71,2025-03-14
15534,5954,19494,9121,44.85,39.34,2025-04-19
15535,1557,7889,11269,16.31,35.66,2025-04-02
15536,4243,2683,1352,28.77,25.55,2025-06-29
15537,10014,1571,19168,21.37,5.17,2025-01-09
15538,2928,16975,4646,45.85,21.95,2025-02-13
15539,5398,4432,1107,18.12,35.81,2025-04-28
15540,6290,6882,18125,14.73,24.2,2025-03-02
15541,6424,12560,14953,23.3,21.48,2025-01-27
15542,9326,8266,11562,42.58,45.07,2025-02-16
15543,3849,5195,8894,42.81,41.65,2025-01-27
15544,3949,17890,3454,7.35,7.52,2025-05-24
15545,4141,12717,12516,14.87,39.26,2025-03-25
15546,5013,18109,10650,18.59,14.09,2025-03-13
15547,9420,11878,9478,19.99,17.12,2025-06-05
15548,5972,17186,2703,34.58,16.59,2025-04-14
15549,4035,8499,15925,11.35,12.53,2025-03-14
15550,6809,7852,3570,28.35,11.85,2025-05-23
15551,11391,2714,6772,18.09,30.59,2025-04-19
15552,7928,5124,12809,9.85,12.29,2025-01-12
15553,1584,13871,15169,36.63,23.36,2025-06-28
15554,6339,11558,19603,7.52,41.01,2025-02-22
15555,13037,8436,13317,8.07,40.8,2025-05-05
15556,4043,6882,10621,16.83,34.83,2025-02-18
15557,10394,15335,12594,24.83,45.02,2025-03-15
15558,2367,11316,11173,28.0,12.88,2025-02-28
15559,9825,18354,6465,30.1,47.81,2025-06-10
15560,6244,5696,11235,34.07,11.86,2025-06-14
15561,7614,16463,3613,13.63,43.05,2025-01-17
15562,10677,3458,11235,20.53,19.64,2025-03-23
15563,1442,14563,11890,30.28,34.27,2025-05-02
15564,7559,11058,2953,20.48,10.57,2025-03-24
15565,5204,13130,2436,35.85,23.13,2025-05-27
15566,11580,2454,9300,49.37,24.44,2025-04-13
15567,6149,15980,12971,38.11,31.08,2025-02-12
15568,9309,10022,3176,43.32,34.77,2025-01-22
15569,7199,19106,3070,27.93,47.7,2025-03-30
15570,1900,7883,3971,26.7,6.4,2025-04-02
15571,11900,6835,13901,35.1,24.64,2025-03-02
15572,8293,4127,9808,22.48,11.47,2025-03-09
15573,6684,6544,14905,39.41,32.06,2025-06-25
15574,14404,1372,9903,17.25,26.03,2025-06-25
15575,13798,13190,10423,10.73,34.83,2025-06-11
15576,1545,6223,125,7.83,27.88,2025-04-01
15577,13982,4191,14770,27.56,7.34,2025-05-13
15578,8705,914,6325,41.49,36.08,2025-06-03
15579,5933,3340,17594,42.51,14.32,2025-05-22
15580,14443,4613,5585,38.14,21.79,2025-03-18
15581,1624,18761,15053,44.11,38.05,2025-06-16
15582,8709,3261,15434,30.27,35.66,2025-05-30
15583,2059,6309,18129,26.11,25.01,2025-06-08
15584,516,18058,14599,34.44,28.45,2025-06-29
15585,2442,17782,12631,47.12,12.12,2025-06-25
15586,5853,1271,4705,5.33,43.07,2025-04-11
15587,1138,5857,6844,32.16,30.12,2025-06-05
15588,11581,4012,17076,27.25,17.59,2025-02-27
15589,1492,15324,8515,24.61,8.4,2025-04-02
15590,13536,17480,17378,11.61,20.33,2025-03-10
15591,9607,11049,3914,16.49,18.76,2025-01-06
15592,11563,6087,16876,40.58,11.57,2025-04-12
15593,12086,5233,2811,33.95,30.66,2025-03-31
15594,3030,2017,15668,15.69,37.79,2025-01-05
15595,5484,6889,4453,49.12,5.05,2025-03-09
15596,2042,3877,557,30.48,33.19,2025-06-26
15597,13131,3066,11944,19.14,35.38,2025-05-05
15598,5011,11114,13147,29.94,19.72,2025-06-16
15599,672,4096,7123,17.66,21.3,2025-05-10
15600,7857,14947,2776,37.15,6.5,2025-02-09
15601,3899,19294,8418,7.86,49.03,2025-04-14
15602,10473,5206,17790,26.86,18.74,2025-02-21
15603,6627,4500,1479,15.65,23.27,2025-03-25
15604,1067,7125,11230,30.97,36.3,2025-05-07
15605,10341,14444,6016,41.97,21.17,2025-05-20
15606,6170,18395,706,28.22,25.62,2025-01-28
15607,13996,15575,1764,34.15,47.27,2025-06-09
15608,9777,6475,10024,23.79,10.96,2025-04-17
15609,9446,13934,8718,18.76,37.79,2025-02-14
15610,1264,14912,17526,8.32,17.34,2025-04-04
15611,1768,17006,2363,19.4,46.1,2025-04-22
15612,2293,3831,14514,26.25,43.83,2025-02-26
15613,12343,18143,14253,23.75,44.57,2025-06-07
15614,4070,8906,4633,12.14,45.09,2025-05-09
15615,4377,4681,10471,19.2,47.85,2025-01-14
15616,5545,5035,119,7.33,13.67,2025-05-06
15617,9223,16824,1192,27.28,12.15,2025-03-04
15618,9177,19727,5225,45.24,10.79,2025-05-05
15619,7568,17472,4598,28.68,45.86,2025-06-17
15620,7058,8542,5486,35.72,33.3,2025-03-15
15621,13400,3212,510,25.17,16.36,2025-01-14
15622,10688,19913,5201,6.08,12.21,2025-06-05
15623,15000,10191,7845,8.43,22.95,2025-05-19
15624,2806,1352,13270,38.98,26.0,2025-04-22
15625,896,1854,10660,17.93,10.23,2025-02-26
15626,7990,16144,16217,41.26,33.06,2025-04-08
15627,11962,12131,6897,13.32,5.31,2025-01-16
15628,14354,14666,17244,34.05,11.72,2025-05-02
15629,12997,13535,657,17.98,8.66,2025-04-28
15630,4097,14630,2103,28.31,36.12,2025-02-10
15631,3117,10028,11324,48.52,47.71,2025-06-10
15632,5425,4150,3152,40.31,6.26,2025-03-17
15633,5116,16247,17047,14.04,5.73,2025-06-06
15634,11597,4236,19204,27.71,22.65,2025-06-13
15635,10248,17871,11453,22.83,39.78,2025-06-12
15636,10352,10155,12687,47.56,12.19,2025-03-08
15637,12905,6259,13096,7.84,34.8,2025-03-28
15638,4527,18196,15001,10.08,6.28,2025-03-06
15639,11618,10797,18227,16.48,38.62,2025-02-07
15640,13853,11205,18556,7.94,11.65,2025-01-10
15641,12622,9704,13831,41.96,44.33,2025-02-26
15642,12249,19439,5878,15.1,34.5,2025-04-23
15643,13993,7737,14176,33.13,30.05,2025-05-17
15644,13366,12312,288,6.31,9.08,2025-02-05
15645,13958,5004,11996,39.96,22.81,2025-06-20
15646,12456,1378,1822,24.77,21.4,2025-02-18
15647,5891,6936,4721,43.92,49.63,2025-05-04
15648,3252,18796,16289,41.64,18.13,2025-03-29
15649,14956,11583,2395,5.6,48.26,2025-01-17
15650,11858,7889,4554,20.25,35.43,2025-01-07
15651,7915,5578,1900,26.41,45.79,2025-01-20
15652,6743,3296,19330,27.15,7.48,2025-05-17
15653,11352,17216,12228,22.29,29.33,2025-05-10
15654,14370,8977,13075,47.97,11.85,2025-01-08
15655,6571,10591,15017,33.53,38.83,2025-06-12
15656,9835,16945,10776,6.57,16.0,2025-01-18
15657,1778,176,3207,14.27,28.3,2025-03-05
15658,1061,11974,14859,44.84,12.53,2025-02-27
15659,11471,4655,5027,15.61,34.59,2025-06-02
15660,2136,14574,10157,42.37,5.69,2025-05-21
15661,14556,13957,6598,9.67,5.86,2025-02-10
15662,5621,886,15194,40.86,22.39,2025-02-07
15663,2310,10485,13460,21.16,10.78,2025-06-25
15664,11891,19503,18592,27.34,23.56,2025-03-24
15665,13658,12617,11,49.63,10.99,2025-05-03
15666,9435,18319,6980,42.89,19.69,2025-03-25
15667,10329,1762,15497,14.96,14.04,2025-01-24
15668,8950,19808,17599,46.48,20.97,2025-05-13
15669,8160,12731,14849,13.22,5.78,2025-03-25
15670,5120,1575,13453,37.91,35.56,2025-06-18
15671,7526,7189,5338,20.98,35.45,2025-02-02
15672,2214,10271,7430,18.16,31.85,2025-03-12
15673,12013,4521,14703,24.38,26.23,2025-04-12
15674,4576,3114,19292,11.49,8.43,2025-06-08
15675,314,13548,15889,14.19,36.02,2025-06-01
15676,14033,7608,19287,12.25,44.71,2025-04-16
15677,2605,6334,188,47.44,29.65,2025-01-15
15678,452,15514,18575,9.63,16.73,2025-06-27
15679,12430,3073,17831,31.34,47.52,2025-01-07
15680,770,10522,6375,5.09,27.22,2025-05-05
15681,6463,2244,6047,21.95,36.52,2025-06-21
15682,11335,1682,5770,41.83,18.22,2025-06-05
15683,10819,9059,11411,26.47,10.19,2025-04-30
